order_id,order_date,customer_id,product_id,store_id,qty,amount
ORD-2024-00056,2024-11-21,18,4,3,3,11.97
ORD-2024-00057,2024-05-15,41,11,2,4,5.96
ORD-2024-00058,2024-11-12,22,2,3,5,17.45
ORD-2024-00059,2024-01-04,5,21,2,4,11.96
ORD-2024-00060,2024-02-16,6,6,5,2,11.98
ORD-2024-00061,2024-03-16,49,25,2,1,5.49
ORD-2024-00062,2024-10-26,39,15,3,1,8.99
ORD-2024-00063,2024-11-10,4,15,1,1,8.99
ORD-2024-00064,2024-01-27,39,3,5,1,4.99
ORD-2024-00065,2024-04-01,36,23,5,4,11.16
ORD-2024-00066,2024-03-29,31,6,3,3,17.97
ORD-2024-00067,2024-10-03,20,5,4,2,8.98
ORD-2024-00068,2024-06-18,21,15,1,4,35.96
ORD-2024-00069,2024-05-20,45,23,3,2,5.58
ORD-2024-00070,2024-11-22,43,2,4,1,3.49
ORD-2024-00071,2024-05-12,21,22,1,2,16.98
ORD-2024-00072,2024-09-22,12,13,4,5,23.95
ORD-2024-00073,2024-04-17,20,5,5,1,4.49
ORD-2024-00074,2024-05-30,1,21,4,3,8.97
ORD-2024-00075,2024-09-23,22,19,2,5,34.95
ORD-2024-00076,2024-05-25,25,13,4,3,14.37
ORD-2024-00077,2024-09-24,9,22,3,5,42.45
ORD-2024-00078,2024-05-12,11,10,1,5,12.45
ORD-2024-00079,2024-11-04,32,3,3,2,9.98
ORD-2024-00080,2024-03-15,45,12,2,3,15.87
ORD-2024-00081,2024-05-01,22,23,3,4,11.16
ORD-2024-00082,2024-11-18,27,13,1,3,14.37
ORD-2024-00083,2024-07-14,20,18,4,2,15.98
ORD-2024-00084,2024-01-17,3,10,4,3,7.47
ORD-2024-00085,2024-03-30,42,22,3,2,16.98
ORD-2024-00086,2024-08-31,20,5,5,5,22.45
ORD-2024-00087,2024-08-04,12,1,2,2,1.18
ORD-2024-00088,2024-11-10,48,14,2,5,29.95
ORD-2024-00089,2024-04-29,39,12,5,2,10.58
ORD-2024-00090,2024-04-12,8,5,1,5,22.45
ORD-2024-00091,2024-06-07,42,16,4,4,7.96
ORD-2024-00092,2024-07-29,12,8,2,5,49.95
ORD-2024-00093,2024-08-25,26,25,2,1,5.49
ORD-2024-00094,2024-08-31,48,4,2,3,11.97
ORD-2024-00095,2024-09-21,33,24,4,2,23.98
ORD-2024-00096,2024-06-17,11,18,5,2,15.98
ORD-2024-00097,2024-06-23,47,3,3,2,9.98
ORD-2024-00098,2024-10-15,40,17,2,5,16.45
ORD-2024-00099,2024-03-25,6,19,4,3,20.97
ORD-2024-00100,2024-05-17,46,15,5,2,17.98
ORD-2024-00101,2024-02-16,5,6,4,3,17.97
ORD-2024-00102,2024-02-03,22,15,4,4,35.96
ORD-2024-00103,2024-08-02,30,20,4,1,3.49
ORD-2024-00104,2024-06-01,41,6,2,2,11.98
ORD-2024-00105,2024-11-23,44,14,4,1,5.99
ORD-2024-00106,2024-10-24,45,7,5,1,6.49
ORD-2024-00107,2024-10-05,14,15,2,3,26.97
ORD-2024-00108,2024-04-04,8,12,3,3,15.87
ORD-2024-00109,2024-08-30,9,16,5,1,1.99
ORD-2024-00110,2024-06-25,22,22,3,4,33.96
ORD-2024-00111,2024-05-21,14,15,3,3,26.97
ORD-2024-00112,2024-09-24,4,1,4,1,0.59
ORD-2024-00113,2024-02-22,44,14,4,1,5.99
ORD-2024-00114,2024-04-09,21,22,3,5,42.45
ORD-2024-00115,2024-11-16,34,1,2,3,1.77
ORD-2024-00116,2024-02-12,13,23,1,5,13.95
ORD-2024-00117,2024-06-18,13,4,1,5,19.95
ORD-2024-00118,2024-05-19,41,8,1,4,39.96
ORD-2024-00119,2024-10-09,39,7,5,1,6.49
ORD-2024-00120,2024-10-27,21,24,3,1,11.99
ORD-2024-00121,2024-01-03,15,21,1,2,5.98
ORD-2024-00122,2024-03-01,31,3,2,4,19.96
ORD-2024-00123,2024-08-30,20,13,4,5,23.95
ORD-2024-00124,2024-01-18,17,7,3,4,25.96
ORD-2024-00125,2024-06-27,34,23,4,4,11.16
ORD-2024-00126,2024-01-31,40,6,4,4,23.96
ORD-2024-00127,2024-04-08,25,24,1,3,35.97
ORD-2024-00128,2024-02-14,29,17,4,5,16.45
ORD-2024-00129,2024-06-24,41,1,2,2,1.18
ORD-2024-00130,2024-11-13,30,2,2,4,13.96
ORD-2024-00131,2024-04-01,35,8,4,2,19.98
ORD-2024-00132,2024-04-28,12,11,5,3,4.47
ORD-2024-00133,2024-10-01,43,18,4,1,7.99
ORD-2024-00134,2024-07-22,36,10,2,3,7.47
ORD-2024-00135,2024-07-25,36,20,1,5,17.45
ORD-2024-00136,2024-07-26,22,14,4,1,5.99
ORD-2024-00137,2024-05-03,8,14,5,5,29.95
ORD-2024-00138,2024-07-11,6,18,5,2,15.98
ORD-2024-00139,2024-07-15,45,13,3,3,14.37
ORD-2024-00140,2024-03-06,4,8,4,4,39.96
ORD-2024-00141,2024-08-10,31,11,1,1,1.49
ORD-2024-00142,2024-01-19,43,23,1,5,13.95
ORD-2024-00143,2024-07-08,23,14,1,4,23.96
ORD-2024-00144,2024-09-14,46,4,3,5,19.95
ORD-2024-00145,2024-10-15,24,13,3,4,19.16
ORD-2024-00146,2024-02-28,13,18,5,3,23.97
ORD-2024-00147,2024-08-02,15,25,4,4,21.96
ORD-2024-00148,2024-11-10,34,10,3,4,9.96
ORD-2024-00149,2024-06-26,32,21,4,4,11.96
ORD-2024-00150,2024-06-27,14,23,5,4,11.16
ORD-2024-00151,2024-01-15,9002,11,4,5,7.45
ORD-2024-00152,2024-05-26,40,22,3,5,42.45
ORD-2024-00153,2024-05-15,4,16,3,1,1.99
ORD-2024-00154,2024-09-21,24,22,5,2,16.98
ORD-2024-00155,2024-06-18,46,17,5,2,6.58
ORD-2024-00156,2024-02-28,14,1,2,1,0.59
ORD-2024-00157,2024-05-25,4,10,2,2,4.98
ORD-2024-00158,2024-10-19,45,20,3,1,3.49
ORD-2024-00159,2024-01-11,2,24,5,5,59.95
ORD-2024-00160,2024-01-11,27,11,2,1,1.49
ORD-2024-00161,2024-08-16,49,19,1,4,27.96
ORD-2024-00162,2024-07-21,33,20,5,2,6.98
ORD-2024-00163,2024-08-07,32,4,5,4,15.96
ORD-2024-00164,2024-04-03,8,15,1,4,35.96
ORD-2024-00165,2024-10-17,44,21,4,3,8.97
ORD-2024-00166,2024-01-30,5,1,1,2,1.18
ORD-2024-00167,2024-11-13,18,13,3,5,23.95
ORD-2024-00168,2024-09-11,48,23,2,4,11.16
ORD-2024-00169,2024-09-30,48,23,1,5,13.95
ORD-2024-00170,2024-08-24,32,16,3,4,7.96
ORD-2024-00171,2024-02-14,33,6,5,4,23.96
ORD-2024-00172,2024-05-31,5,16,3,3,5.97
ORD-2024-00173,2024-08-08,7,8,2,4,39.96
ORD-2024-00174,2024-04-28,44,14,5,4,23.96
ORD-2024-00175,2024-11-01,16,22,2,5,42.45
ORD-2024-00176,2024-01-28,35,20,2,2,6.98
ORD-2024-00177,2024-09-09,29,13,4,3,14.37
ORD-2024-00178,2024-08-07,12,8,5,1,9.99
ORD-2024-00179,2024-09-02,38,24,5,4,47.96
ORD-2024-00180,2024-06-08,4,6,2,3,17.97
ORD-2024-00181,2024-10-18,28,24,3,2,23.98
ORD-2024-00182,2024-07-21,40,24,2,1,11.99
ORD-2024-00183,2024-04-20,17,14,2,2,11.98
ORD-2024-00184,2024-01-19,27,15,3,4,35.96
ORD-2024-00185,2024-08-03,45,4,2,5,19.95
ORD-2024-00186,2024-02-22,10,4,3,4,15.96
ORD-2024-00187,2024-10-15,1,16,3,5,9.95
ORD-2024-00188,2024-08-21,45,21,3,1,2.99
ORD-2024-00189,2024-02-16,20,5,1,3,13.47
ORD-2024-00190,2024-08-12,40,18,4,4,31.96
ORD-2024-00191,2024-05-13,26,24,3,2,23.98
ORD-2024-00192,2024-11-10,24,25,3,3,16.47
ORD-2024-00193,2024-02-23,6,23,1,4,11.16
ORD-2024-00194,2024-03-28,19,13,3,4,19.16
ORD-2024-00195,2024-11-09,30,2,5,3,10.47
ORD-2024-00196,2024-10-26,4,23,2,3,8.37
ORD-2024-00197,2024-05-27,1,5,1,4,17.96
ORD-2024-00198,2024-07-02,28,17,3,2,6.58
ORD-2024-00199,2024-05-28,22,21,1,1,2.99
ORD-2024-00200,2024-05-16,31,25,4,5,27.45
ORD-2024-00201,2024-04-08,23,23,5,2,5.58
ORD-2024-00202,2024-07-25,27,24,1,2,23.98
ORD-2024-00203,2024-03-21,46,17,5,4,13.16
ORD-2024-00204,2024-03-21,7,13,4,5,23.95
ORD-2024-00205,2024-10-09,30,4,3,1,3.99
ORD-2024-00206,2024-03-13,6,23,3,4,11.16
ORD-2024-00207,2024-02-09,15,6,4,1,5.99
ORD-2024-00208,2024-01-08,44,6,5,1,5.99
ORD-2024-00209,2024-07-27,23,22,5,1,8.49
ORD-2024-00210,2024-07-15,5,16,3,1,1.99
ORD-2024-00211,2024-05-14,43,18,5,3,23.97
ORD-2024-00212,2024-05-07,10,17,1,1,3.29
ORD-2024-00213,2024-02-17,7,24,3,4,47.96
ORD-2024-00214,2024-02-17,13,1,3,4,2.36
ORD-2024-00215,2024-06-10,5,15,3,4,35.96
ORD-2024-00216,2024-09-28,45,2,5,5,17.45
ORD-2024-00217,2024-09-11,45,22,3,2,16.98
ORD-2024-00218,2024-08-18,30,18,1,5,39.95
ORD-2024-00219,2024-06-02,14,14,5,4,23.96
ORD-2024-00220,2024-07-17,25,12,1,5,26.45
ORD-2024-00221,2024-02-28,13,11,3,5,7.45
ORD-2024-00222,2024-09-02,4,8,3,2,19.98
ORD-2024-00223,2024-01-28,3,2,5,5,17.45
ORD-2024-00224,2024-01-19,46,17,3,3,9.87
ORD-2024-00225,2024-05-28,32,23,2,5,13.95
ORD-2024-00226,2024-08-22,9,11,5,4,5.96
ORD-2024-00227,2024-09-26,27,2,4,2,6.98
ORD-2024-00228,2024-05-25,26,17,2,1,3.29
ORD-2024-00229,2024-08-23,7,15,5,1,8.99
ORD-2024-00230,2024-09-29,40,23,2,3,8.37
ORD-2024-00231,2024-09-03,21,14,5,2,11.98
ORD-2024-00232,2024-07-25,45,6,1,1,5.99
ORD-2024-00233,2024-03-12,33,20,1,4,13.96
ORD-2024-00234,2024-04-24,10,15,1,5,44.95
ORD-2024-00235,2024-09-17,44,8,2,1,9.99
ORD-2024-00236,2024-06-28,34,2,1,5,17.45
ORD-2024-00237,2024-10-20,25,24,4,3,35.97
ORD-2024-00238,2024-07-18,26,19,2,2,13.98
ORD-2024-00239,2024-09-09,34,23,2,1,2.79
ORD-2024-00240,2024-02-20,2,23,4,3,8.37
ORD-2024-00241,2024-08-21,9,20,3,4,13.96
ORD-2024-00242,2024-08-11,48,6,3,1,5.99
ORD-2024-00243,2024-06-10,35,20,3,4,13.96
ORD-2024-00244,2024-02-08,12,2,4,3,10.47
ORD-2024-00245,2024-02-02,31,5,5,3,13.47
ORD-2024-00246,2024-08-24,39,10,1,5,12.45
ORD-2024-00247,2024-06-22,11,21,4,5,14.95
ORD-2024-00248,2024-09-11,24,17,1,2,6.58
ORD-2024-00249,2024-03-25,32,6,3,2,11.98
ORD-2024-00250,2024-02-02,35,14,2,3,17.97
ORD-2024-00251,2024-11-08,10,10,2,4,9.96
ORD-2024-00252,2024-03-17,20,20,5,3,10.47
ORD-2024-00253,2024-07-15,35,19,3,2,13.98
ORD-2024-00254,2024-11-21,34,25,4,5,27.45
ORD-2024-00255,2024-02-03,10,23,2,5,13.95
ORD-2024-00256,2024-03-15,41,16,4,1,1.99
ORD-2024-00257,2024-07-31,47,4,2,4,15.96
ORD-2024-00258,2024-03-22,12,7,2,5,32.45
ORD-2024-00259,2024-09-11,24,1,3,2,1.18
ORD-2024-00260,2024-11-02,4,5,5,3,13.47
ORD-2024-00261,2024-03-31,34,24,2,1,11.99
ORD-2024-00262,2024-06-29,19,20,1,5,17.45
ORD-2024-00263,2024-05-23,47,15,2,5,44.95
ORD-2024-00264,2024-03-17,28,22,4,3,25.47
ORD-2024-00265,2024-07-05,2,7,1,1,6.49
ORD-2024-00266,2024-03-12,37,1,5,5,2.95
ORD-2024-00267,2024-03-24,47,25,5,3,16.47
ORD-2024-00268,2024-06-04,41,5,3,5,22.45
ORD-2024-00269,2024-03-05,38,3,5,3,14.97
ORD-2024-00270,2024-02-13,19,24,3,1,11.99
ORD-2024-00271,2024-02-08,11,11,5,2,2.98
ORD-2024-00272,2024-06-26,16,15,4,5,44.95
ORD-2024-00273,2024-01-18,48,20,2,4,13.96
ORD-2024-00274,2024-09-11,15,13,4,4,19.16
ORD-2024-00275,2024-04-15,9,17,5,1,3.29
ORD-2024-00276,2024-01-11,49,19,3,1,6.99
ORD-2024-00277,2024-03-15,37,10,4,2,4.98
ORD-2024-00278,2024-05-27,12,25,2,4,21.96
ORD-2024-00279,2024-01-02,29,5,5,3,13.47
ORD-2024-00280,2024-02-22,46,4,1,4,15.96
ORD-2024-00281,2024-10-15,7,1,3,2,1.18
ORD-2024-00282,2024-07-19,8,21,2,3,8.97
ORD-2024-00283,2024-11-19,12,15,4,1,8.99
ORD-2024-00284,2024-01-15,16,16,5,2,3.98
ORD-2024-00285,2024-07-23,43,13,1,4,19.16
ORD-2024-00286,2024-02-22,14,13,3,1,4.79
ORD-2024-00287,2024-07-17,15,24,4,4,47.96
ORD-2024-00288,2024-01-31,3,24,5,2,23.98
ORD-2024-00289,2024-09-05,34,2,5,3,10.47
ORD-2024-00290,2024-07-19,12,11,3,1,1.49
ORD-2024-00291,2024-08-12,8,11,2,4,5.96
ORD-2024-00292,2024-10-04,21,3,4,1,4.99
ORD-2024-00293,2024-07-24,6,3,4,2,9.98
ORD-2024-00294,2024-06-26,25,22,1,2,16.98
ORD-2024-00295,2024-01-05,5,17,1,5,16.45
ORD-2024-00296,2024-08-09,20,4,3,1,3.99
ORD-2024-00297,2024-07-22,4,19,2,4,27.96
ORD-2024-00298,2024-02-11,17,23,2,4,11.16
ORD-2024-00299,2024-09-16,48,14,1,5,29.95
ORD-2024-00300,2024-04-19,10,4,4,4,15.96
ORD-2024-00301,2024-07-09,9003,10,4,5,12.45
ORD-2024-00302,2024-07-24,19,4,4,5,19.95
ORD-2024-00303,2024-06-05,49,13,3,2,9.58
ORD-2024-00304,2024-05-23,1,24,3,2,23.98
ORD-2024-00305,2024-09-20,23,3,4,4,19.96
ORD-2024-00306,2024-03-01,49,12,3,3,15.87
ORD-2024-00307,2024-09-20,28,13,4,2,9.58
ORD-2024-00308,2024-11-05,14,11,1,4,5.96
ORD-2024-00309,2024-07-27,30,18,2,3,23.97
ORD-2024-00310,2024-03-19,25,18,1,1,7.99
ORD-2024-00311,2024-02-10,44,18,2,1,7.99
ORD-2024-00312,2024-10-22,33,3,2,5,24.95
ORD-2024-00313,2024-06-24,20,15,5,4,35.96
ORD-2024-00314,2024-07-17,20,16,1,3,5.97
ORD-2024-00315,2024-03-14,7,16,2,3,5.97
ORD-2024-00316,2024-01-23,1,11,1,3,4.47
ORD-2024-00317,2024-05-20,33,10,4,5,12.45
ORD-2024-00318,2024-09-05,13,23,2,3,8.37
ORD-2024-00319,2024-05-22,45,20,5,1,3.49
ORD-2024-00320,2024-02-12,41,2,4,5,17.45
ORD-2024-00321,2024-09-27,4,21,1,1,2.99
ORD-2024-00322,2024-04-07,15,17,4,4,13.16
ORD-2024-00323,2024-10-14,19,15,5,1,8.99
ORD-2024-00324,2024-10-02,30,5,3,3,13.47
ORD-2024-00325,2024-02-10,44,19,1,3,20.97
ORD-2024-00326,2024-06-29,14,14,3,3,17.97
ORD-2024-00327,2024-08-02,10,5,3,2,8.98
ORD-2024-00328,2024-08-17,21,11,2,4,5.96
ORD-2024-00329,2024-11-14,6,5,5,3,13.47
ORD-2024-00330,2024-09-14,10,20,1,1,3.49
ORD-2024-00331,2024-01-29,27,6,2,3,17.97
ORD-2024-00332,2024-11-18,33,18,1,1,7.99
ORD-2024-00333,2024-06-22,44,7,3,3,19.47
ORD-2024-00334,2024-05-24,22,20,3,1,3.49
ORD-2024-00335,2024-04-16,24,11,5,4,5.96
ORD-2024-00336,2024-02-06,26,17,4,1,3.29
ORD-2024-00337,2024-03-10,20,10,1,1,2.49
ORD-2024-00338,2024-04-07,17,1,5,1,0.59
ORD-2024-00339,2024-10-03,17,10,3,5,12.45
ORD-2024-00340,2024-09-19,46,21,1,5,14.95
ORD-2024-00341,2024-03-06,40,19,5,1,6.99
ORD-2024-00342,2024-07-30,14,17,5,5,16.45
ORD-2024-00343,2024-05-14,4,10,4,5,12.45
ORD-2024-00344,2024-11-11,31,25,2,3,16.47
ORD-2024-00345,2024-10-29,45,14,2,4,23.96
ORD-2024-00346,2024-01-26,13,23,5,5,13.95
ORD-2024-00347,2024-06-04,3,25,3,2,10.98
ORD-2024-00348,2024-06-17,33,16,5,1,1.99
ORD-2024-00349,2024-08-13,27,13,3,5,23.95
ORD-2024-00350,2024-11-10,47,8,1,3,29.97
ORD-2024-00351,2024-01-13,23,12,1,1,5.29
ORD-2024-00352,2024-05-06,28,1,1,4,2.36
ORD-2024-00353,2024-04-10,31,8,1,4,39.96
ORD-2024-00354,2024-05-06,3,12,5,1,5.29
ORD-2024-00355,2024-01-06,13,14,1,1,5.99
ORD-2024-00356,2024-09-09,17,7,5,1,6.49
ORD-2024-00357,2024-07-04,43,10,1,1,2.49
ORD-2024-00358,2024-11-13,18,15,3,4,35.96
ORD-2024-00359,2024-09-23,39,19,3,4,27.96
ORD-2024-00360,2024-05-24,14,22,4,3,25.47
ORD-2024-00361,2024-07-21,31,10,4,4,9.96
ORD-2024-00362,2024-09-30,26,7,3,1,6.49
ORD-2024-00363,2024-11-27,41,5,2,3,13.47
ORD-2024-00364,2024-04-09,19,6,3,2,11.98
ORD-2024-00365,2024-03-18,41,19,4,3,20.97
ORD-2024-00366,2024-09-03,14,23,2,4,11.16
ORD-2024-00367,2024-11-21,1,10,3,2,4.98
ORD-2024-00368,2024-10-03,29,18,1,2,15.98
ORD-2024-00369,2024-06-11,38,14,2,5,29.95
ORD-2024-00370,2024-08-21,32,21,3,3,8.97
ORD-2024-00371,2024-07-20,19,20,5,3,10.47
ORD-2024-00372,2024-03-06,3,14,4,4,23.96
ORD-2024-00373,2024-11-29,38,16,3,2,3.98
ORD-2024-00374,2024-07-05,17,7,1,3,19.47
ORD-2024-00375,2024-01-11,11,25,2,3,16.47
ORD-2024-00376,2024-08-18,25,3,5,2,9.98
ORD-2024-00377,2024-01-23,40,7,4,1,6.49
ORD-2024-00378,2024-06-30,37,23,4,4,11.16
ORD-2024-00379,2024-05-14,10,4,1,2,7.98
ORD-2024-00380,2024-08-19,15,18,1,1,7.99
ORD-2024-00381,2024-06-22,31,2,3,1,3.49
ORD-2024-00382,2024-03-28,30,15,5,4,35.96
ORD-2024-00383,2024-10-11,18,15,2,4,35.96
ORD-2024-00384,2024-03-13,29,17,2,3,9.87
ORD-2024-00385,2024-02-09,8,6,5,3,17.97
ORD-2024-00386,2024-06-24,40,8,2,4,39.96
ORD-2024-00387,2024-03-01,2,23,5,3,8.37
ORD-2024-00388,2024-04-24,46,18,4,4,31.96
ORD-2024-00389,2024-11-15,43,10,2,5,12.45
ORD-2024-00390,2024-06-27,9,20,3,4,13.96
ORD-2024-00391,2024-01-20,29,21,5,2,5.98
ORD-2024-00392,2024-01-28,41,8,2,2,19.98
ORD-2024-00393,2024-09-11,28,21,1,2,5.98
ORD-2024-00394,2024-01-07,35,7,2,1,6.49
ORD-2024-00006,2024-06-13,7,6,3,5,29.95
ORD-2024-00056,2024-11-21,18,4,3,3,11.97
ORD-2024-00106,2024-10-24,45,7,5,1,6.49
ORD-2024-00206,2024-03-13,6,23,3,4,11.16
ORD-2024-00256,2024-03-15,41,16,4,1,1.99
ORD-2024-00356,2024-09-09,17,7,5,1,6.49
