Date,Year,Year_Quarter,Category_ID,Customer_ID,Product_ID,Sales_Count,Net_Sales,Gross_Sales
1/14/09 12:00 AM,2009,2009 - Q1,3,14,10,1,64800,80000
1/14/09 12:00 AM,2009,2009 - Q1,3,15,11,1,2114.1,2610
1/14/09 12:00 AM,2009,2009 - Q1,3,16,10,1,46170,57000
1/14/09 12:00 AM,2009,2009 - Q1,3,114,11,1,3620.7,4470
1/14/09 12:00 AM,2009,2009 - Q1,3,116,9,1,201852,249200
1/14/09 12:00 AM,2009,2009 - Q1,3,31,9,1,40964,53200
1/14/09 12:00 AM,2009,2009 - Q1,8,117,36,1,281424,343200
1/14/09 12:00 AM,2009,2009 - Q1,8,32,35,1,1016800,1240000
1/15/09 12:00 AM,2009,2009 - Q1,1,117,4,2,2558.4,3120
1/15/09 12:00 AM,2009,2009 - Q1,2,117,5,1,189420,231000
1/15/09 12:00 AM,2009,2009 - Q1,2,117,7,1,6346.8,7740
1/15/09 12:00 AM,2009,2009 - Q1,2,40,6,1,34850,42500
1/15/09 12:00 AM,2009,2009 - Q1,3,40,12,1,5544,7200
1/15/09 12:00 AM,2009,2009 - Q1,8,17,38,1,2029.5,2475
1/15/09 12:00 AM,2009,2009 - Q1,8,17,39,1,10263.12,12516
1/15/09 12:00 AM,2009,2009 - Q1,8,18,39,1,15463.56,18858
1/15/09 12:00 AM,2009,2009 - Q1,8,41,37,1,117686.4,143520
1/16/09 12:00 AM,2009,2009 - Q1,1,18,2,1,19188,23400
1/16/09 12:00 AM,2009,2009 - Q1,1,18,3,1,959.4,1170
1/16/09 12:00 AM,2009,2009 - Q1,1,118,1,1,18040,22000
1/16/09 12:00 AM,2009,2009 - Q1,1,118,3,1,1804,2200
1/16/09 12:00 AM,2009,2009 - Q1,1,45,4,1,475.6,580
1/16/09 12:00 AM,2009,2009 - Q1,1,46,2,1,12464,15200
1/16/09 12:00 AM,2009,2009 - Q1,2,18,6,1,54940,67000
1/16/09 12:00 AM,2009,2009 - Q1,2,47,8,1,4329.6,5280
1/16/09 12:00 AM,2009,2009 - Q1,8,19,36,1,195488,238400
1/16/09 12:00 AM,2009,2009 - Q1,8,118,37,1,173184,211200
1/16/09 12:00 AM,2009,2009 - Q1,8,119,39,1,30307.2,36960
1/16/09 12:00 AM,2009,2009 - Q1,8,47,35,1,216480,264000
1/19/09 12:00 AM,2009,2009 - Q1,1,119,1,1,18040,22000
1/19/09 12:00 AM,2009,2009 - Q1,1,120,4,1,1344.8,1640
1/19/09 12:00 AM,2009,2009 - Q1,1,49,1,1,10496,12800
1/19/09 12:00 AM,2009,2009 - Q1,2,19,5,1,145960,178000
1/19/09 12:00 AM,2009,2009 - Q1,2,119,5,1,216480,264000
1/19/09 12:00 AM,2009,2009 - Q1,2,47,7,1,2164.8,2640
1/19/09 12:00 AM,2009,2009 - Q1,2,49,6,2,87330,106500
1/19/09 12:00 AM,2009,2009 - Q1,8,20,38,1,2140.2,2610
1/19/09 12:00 AM,2009,2009 - Q1,8,20,37,1,53529.6,65280
1/20/09 12:00 AM,2009,2009 - Q1,1,2,1,1,13940,17000
1/20/09 12:00 AM,2009,2009 - Q1,1,49,2,1,14104,17200
1/20/09 12:00 AM,2009,2009 - Q1,2,20,7,1,2369.8,2890
1/20/09 12:00 AM,2009,2009 - Q1,2,2,7,1,11430.8,13940
1/20/09 12:00 AM,2009,2009 - Q1,2,50,5,1,132020,161000
1/20/09 12:00 AM,2009,2009 - Q1,2,50,8,1,8872.4,10820
1/20/09 12:00 AM,2009,2009 - Q1,3,20,9,1,3969,4900
1/20/09 12:00 AM,2009,2009 - Q1,8,20,36,2,192208,234400
1/20/09 12:00 AM,2009,2009 - Q1,8,2,39,2,47423.88,57834
1/21/09 12:00 AM,2009,2009 - Q1,1,20,1,3,18122,22100
1/21/09 12:00 AM,2009,2009 - Q1,1,20,4,1,475.6,580
1/21/09 12:00 AM,2009,2009 - Q1,1,21,3,1,483.8,590
1/21/09 12:00 AM,2009,2009 - Q1,1,2,2,1,27880,34000
1/21/09 12:00 AM,2009,2009 - Q1,1,52,3,1,1074.2,1310
1/21/09 12:00 AM,2009,2009 - Q1,1,59,2,1,28208,34400
1/21/09 12:00 AM,2009,2009 - Q1,1,60,3,1,1418.6,1730
1/21/09 12:00 AM,2009,2009 - Q1,2,21,6,1,27880,34000
1/21/09 12:00 AM,2009,2009 - Q1,2,5,7,1,9774.4,11920
1/21/09 12:00 AM,2009,2009 - Q1,3,21,10,1,2025,2500
1/21/09 12:00 AM,2009,2009 - Q1,3,5,9,1,337932,417200
1/21/09 12:00 AM,2009,2009 - Q1,3,57,12,1,7084,9200
1/21/09 12:00 AM,2009,2009 - Q1,3,57,9,1,24794,32200
1/21/09 12:00 AM,2009,2009 - Q1,8,5,37,1,234585.6,286080
1/21/09 12:00 AM,2009,2009 - Q1,8,7,36,1,199424,243200
1/22/09 12:00 AM,2009,2009 - Q1,1,7,3,1,1246.4,1520
1/22/09 12:00 AM,2009,2009 - Q1,2,22,8,1,6789.6,8280
1/22/09 12:00 AM,2009,2009 - Q1,2,7,5,1,149240,182000
1/22/09 12:00 AM,2009,2009 - Q1,3,25,10,2,156865,186500
1/22/09 12:00 AM,2009,2009 - Q1,3,13,10,1,35550,45000
1/22/09 12:00 AM,2009,2009 - Q1,8,25,38,1,1955.7,2385
1/22/09 12:00 AM,2009,2009 - Q1,8,61,38,1,8068.8,9840
1/22/09 12:00 AM,2009,2009 - Q1,8,61,37,1,239308.8,291840
1/22/09 12:00 AM,2009,2009 - Q1,8,61,36,1,366048,446400
1/23/09 12:00 AM,2009,2009 - Q1,1,27,3,1,1623.6,1980
1/23/09 12:00 AM,2009,2009 - Q1,1,13,1,1,12464,15200
1/23/09 12:00 AM,2009,2009 - Q1,1,61,2,2,121032,147600
1/23/09 12:00 AM,2009,2009 - Q1,2,26,7,1,7216,8800
1/23/09 12:00 AM,2009,2009 - Q1,2,27,8,1,12988.8,15840
1/23/09 12:00 AM,2009,2009 - Q1,2,15,6,1,41410,50500
1/23/09 12:00 AM,2009,2009 - Q1,3,61,11,1,947.1,1230
1/23/09 12:00 AM,2009,2009 - Q1,3,61,9,1,49588,64400
1/23/09 12:00 AM,2009,2009 - Q1,8,27,37,1,161769.6,197280
1/23/09 12:00 AM,2009,2009 - Q1,8,15,37,1,69273.6,84480
1/23/09 12:00 AM,2009,2009 - Q1,8,15,39,1,12122.88,14784
1/23/09 12:00 AM,2009,2009 - Q1,8,63,35,1,601880,734000
1/26/09 12:00 AM,2009,2009 - Q1,1,30,2,1,16892,20600
1/26/09 12:00 AM,2009,2009 - Q1,1,19,3,1,1148,1400
1/26/09 12:00 AM,2009,2009 - Q1,1,63,2,1,30012,36600
1/26/09 12:00 AM,2009,2009 - Q1,1,63,3,1,2238.6,2730
1/26/09 12:00 AM,2009,2009 - Q1,2,30,5,1,101680,124000
1/26/09 12:00 AM,2009,2009 - Q1,2,63,7,1,6027,7350
1/26/09 12:00 AM,2009,2009 - Q1,8,30,37,1,82262.4,100320
1/26/09 12:00 AM,2009,2009 - Q1,8,18,39,1,15463.56,18858
1/26/09 12:00 AM,2009,2009 - Q1,8,20,35,1,280440,342000
1/27/09 12:00 AM,2009,2009 - Q1,1,20,4,1,442.8,540
1/27/09 12:00 AM,2009,2009 - Q1,2,31,8,1,30274.4,36920
1/27/09 12:00 AM,2009,2009 - Q1,2,20,5,1,81180,99000
1/27/09 12:00 AM,2009,2009 - Q1,3,31,12,1,78570,97000
1/27/09 12:00 AM,2009,2009 - Q1,3,26,11,1,1611.6,2040
1/27/09 12:00 AM,2009,2009 - Q1,3,64,9,1,23716,30800
1/27/09 12:00 AM,2009,2009 - Q1,8,31,35,1,756040,922000
1/27/09 12:00 AM,2009,2009 - Q1,8,64,38,1,3751.5,4575
1/27/09 12:00 AM,2009,2009 - Q1,8,65,38,1,8068.8,9840
1/28/09 12:00 AM,2009,2009 - Q1,1,32,3,1,2214,2700
1/28/09 12:00 AM,2009,2009 - Q1,1,27,1,1,18122,22100
1/28/09 12:00 AM,2009,2009 - Q1,1,30,1,1,9102,11100
1/28/09 12:00 AM,2009,2009 - Q1,1,30,3,1,910.2,1110
1/28/09 12:00 AM,2009,2009 - Q1,1,65,1,1,35588,43400
1/28/09 12:00 AM,2009,2009 - Q1,2,32,7,1,17736.6,21630
1/28/09 12:00 AM,2009,2009 - Q1,2,29,8,1,5297.2,6460
1/28/09 12:00 AM,2009,2009 - Q1,2,66,5,1,68060,83000
1/28/09 12:00 AM,2009,2009 - Q1,3,31,11,1,5892.75,7275
1/28/09 12:00 AM,2009,2009 - Q1,3,31,9,1,274995,339500
1/28/09 12:00 AM,2009,2009 - Q1,3,27,9,1,72443,91700
1/28/09 12:00 AM,2009,2009 - Q1,8,32,37,1,223958.4,273120
1/28/09 12:00 AM,2009,2009 - Q1,8,65,37,1,244032,297600
1/28/09 12:00 AM,2009,2009 - Q1,8,66,37,2,111388.8,135840
1/28/09 12:00 AM,2009,2009 - Q1,8,66,39,1,9918.72,12096
1/29/09 12:00 AM,2009,2009 - Q1,1,32,4,1,1869.6,2280
1/29/09 12:00 AM,2009,2009 - Q1,1,33,1,1,9266,11300
1/29/09 12:00 AM,2009,2009 - Q1,1,30,4,1,590.4,720
1/29/09 12:00 AM,2009,2009 - Q1,1,66,2,1,16400,20000
1/29/09 12:00 AM,2009,2009 - Q1,2,33,7,1,3706.4,4520
1/29/09 12:00 AM,2009,2009 - Q1,2,68,6,1,45510,55500
1/29/09 12:00 AM,2009,2009 - Q1,3,31,10,1,57275,72500
1/29/09 12:00 AM,2009,2009 - Q1,3,66,11,1,231,300
1/29/09 12:00 AM,2009,2009 - Q1,8,32,38,1,8314.8,10140
1/30/09 12:00 AM,2009,2009 - Q1,1,32,2,1,48872,59600
1/30/09 12:00 AM,2009,2009 - Q1,1,35,1,1,12054,14700
1/30/09 12:00 AM,2009,2009 - Q1,1,68,2,1,21156,25800
1/30/09 12:00 AM,2009,2009 - Q1,1,74,3,1,1246.4,1520
1/30/09 12:00 AM,2009,2009 - Q1,2,35,7,1,8060.6,9830
1/30/09 12:00 AM,2009,2009 - Q1,2,38,7,1,4887.2,5960
1/30/09 12:00 AM,2009,2009 - Q1,2,32,5,1,596960,728000
1/30/09 12:00 AM,2009,2009 - Q1,2,74,8,1,9971.2,12160
1/30/09 12:00 AM,2009,2009 - Q1,3,39,10,1,64800,80000
1/30/09 12:00 AM,2009,2009 - Q1,8,39,37,1,62976,76800
1/30/09 12:00 AM,2009,2009 - Q1,8,35,35,1,467400,570000
1/30/09 12:00 AM,2009,2009 - Q1,8,71,38,2,5424.3,6615
2/2/09 12:00 AM,2009,2009 - Q1,1,40,1,1,7954,9700
2/2/09 12:00 AM,2009,2009 - Q1,1,40,2,1,17056,20800
2/2/09 12:00 AM,2009,2009 - Q1,1,35,3,1,1205.4,1470
2/2/09 12:00 AM,2009,2009 - Q1,1,37,1,1,6724,8200
2/2/09 12:00 AM,2009,2009 - Q1,1,37,2,1,14432,17600
2/2/09 12:00 AM,2009,2009 - Q1,1,75,2,1,35424,43200
2/2/09 12:00 AM,2009,2009 - Q1,8,40,36,1,137760,168000
2/2/09 12:00 AM,2009,2009 - Q1,8,75,35,1,508400,620000
2/2/09 12:00 AM,2009,2009 - Q1,8,77,38,1,3185.7,3885
2/3/09 12:00 AM,2009,2009 - Q1,1,41,1,1,10988,13400
2/3/09 12:00 AM,2009,2009 - Q1,1,37,4,1,442.8,540
2/3/09 12:00 AM,2009,2009 - Q1,1,38,1,1,10332,12600
2/3/09 12:00 AM,2009,2009 - Q1,1,77,2,1,26896,32800
2/3/09 12:00 AM,2009,2009 - Q1,2,38,8,2,15711.2,19160
2/3/09 12:00 AM,2009,2009 - Q1,2,78,7,1,3017.6,3680
2/3/09 12:00 AM,2009,2009 - Q1,3,41,9,1,159327,196700
2/3/09 12:00 AM,2009,2009 - Q1,3,77,12,1,5544,7200
2/3/09 12:00 AM,2009,2009 - Q1,8,41,39,2,38056.2,46410
2/4/09 12:00 AM,2009,2009 - Q1,1,78,4,1,590.4,720
2/4/09 12:00 AM,2009,2009 - Q1,1,79,4,1,623.2,760
2/4/09 12:00 AM,2009,2009 - Q1,1,81,2,1,24108,29400
2/4/09 12:00 AM,2009,2009 - Q1,2,41,8,1,8921.6,10880
2/4/09 12:00 AM,2009,2009 - Q1,2,43,6,1,30340,37000
2/4/09 12:00 AM,2009,2009 - Q1,2,83,6,1,70520,86000
2/4/09 12:00 AM,2009,2009 - Q1,3,42,10,1,101910,118500
2/4/09 12:00 AM,2009,2009 - Q1,3,42,12,1,7742,9800
2/4/09 12:00 AM,2009,2009 - Q1,3,42,9,1,142674,165900
2/4/09 12:00 AM,2009,2009 - Q1,8,42,35,1,275520,336000
2/4/09 12:00 AM,2009,2009 - Q1,8,42,37,1,58252.8,71040
2/4/09 12:00 AM,2009,2009 - Q1,8,41,36,1,178432,217600
2/4/09 12:00 AM,2009,2009 - Q1,8,43,38,1,1734.3,2115
2/4/09 12:00 AM,2009,2009 - Q1,8,43,36,1,82000,100000
2/4/09 12:00 AM,2009,2009 - Q1,8,81,38,1,3960.6,4830
2/5/09 12:00 AM,2009,2009 - Q1,1,42,2,1,12792,15600
2/5/09 12:00 AM,2009,2009 - Q1,1,47,2,1,10004,12200
2/5/09 12:00 AM,2009,2009 - Q1,1,83,2,1,22304,27200
2/5/09 12:00 AM,2009,2009 - Q1,1,85,2,1,15252,18600
2/5/09 12:00 AM,2009,2009 - Q1,2,43,7,1,2050,2500
2/5/09 12:00 AM,2009,2009 - Q1,2,85,8,1,6117.2,7460
2/5/09 12:00 AM,2009,2009 - Q1,3,43,9,1,195048,226800
2/5/09 12:00 AM,2009,2009 - Q1,3,49,10,1,790,1000
2/5/09 12:00 AM,2009,2009 - Q1,8,43,39,1,8300.04,10122
2/6/09 12:00 AM,2009,2009 - Q1,1,43,3,1,820,1000
2/6/09 12:00 AM,2009,2009 - Q1,1,49,3,1,680.6,830
2/6/09 12:00 AM,2009,2009 - Q1,1,49,4,1,426.4,520
2/6/09 12:00 AM,2009,2009 - Q1,1,52,4,1,459.2,560
2/6/09 12:00 AM,2009,2009 - Q1,1,85,4,1,606.8,740
2/6/09 12:00 AM,2009,2009 - Q1,2,44,7,1,2050,2500
2/6/09 12:00 AM,2009,2009 - Q1,2,86,6,1,68060,83000
2/6/09 12:00 AM,2009,2009 - Q1,3,86,10,1,15015,19500
2/6/09 12:00 AM,2009,2009 - Q1,8,44,39,1,9195.48,11214
2/6/09 12:00 AM,2009,2009 - Q1,8,46,39,1,19699.68,24024
2/6/09 12:00 AM,2009,2009 - Q1,8,53,38,1,1562.1,1905
2/6/09 12:00 AM,2009,2009 - Q1,8,86,39,1,19079.76,23268
2/9/09 12:00 AM,2009,2009 - Q1,1,46,3,1,1213.6,1480
2/9/09 12:00 AM,2009,2009 - Q1,1,46,4,1,902,1100
2/9/09 12:00 AM,2009,2009 - Q1,1,55,2,1,24272,29600
2/9/09 12:00 AM,2009,2009 - Q1,1,86,3,1,1525.2,1860
2/9/09 12:00 AM,2009,2009 - Q1,2,46,7,2,9577.6,11680
2/9/09 12:00 AM,2009,2009 - Q1,2,89,8,1,5772.8,7040
2/9/09 12:00 AM,2009,2009 - Q1,2,89,7,1,2812.6,3430
2/9/09 12:00 AM,2009,2009 - Q1,3,55,10,1,120690,149000
2/9/09 12:00 AM,2009,2009 - Q1,8,56,35,1,406720,496000
2/10/09 12:00 AM,2009,2009 - Q1,1,47,2,1,9348,11400
2/10/09 12:00 AM,2009,2009 - Q1,1,47,3,1,467.4,570
2/10/09 12:00 AM,2009,2009 - Q1,1,56,1,1,9758,11900
2/10/09 12:00 AM,2009,2009 - Q1,1,92,1,1,17794,21700
2/10/09 12:00 AM,2009,2009 - Q1,2,56,5,1,116440,142000
2/10/09 12:00 AM,2009,2009 - Q1,2,90,5,1,195160,238000
2/10/09 12:00 AM,2009,2009 - Q1,8,47,36,1,76096,92800
2/10/09 12:00 AM,2009,2009 - Q1,8,57,37,1,110995.2,135360
2/10/09 12:00 AM,2009,2009 - Q1,8,91,39,1,20491.8,24990
2/11/09 12:00 AM,2009,2009 - Q1,1,48,2,1,11808,14400
2/11/09 12:00 AM,2009,2009 - Q1,1,57,4,1,770.8,940
2/11/09 12:00 AM,2009,2009 - Q1,2,49,6,1,69290,84500
2/11/09 12:00 AM,2009,2009 - Q1,3,48,12,1,68284,79400
2/11/09 12:00 AM,2009,2009 - Q1,3,49,11,1,170.1,210
2/11/09 12:00 AM,2009,2009 - Q1,3,57,10,1,34365,43500
2/11/09 12:00 AM,2009,2009 - Q1,3,93,11,1,404.25,525
2/11/09 12:00 AM,2009,2009 - Q1,3,95,9,1,28028,36400
2/11/09 12:00 AM,2009,2009 - Q1,3,100,10,1,8470,11000
2/11/09 12:00 AM,2009,2009 - Q1,8,48,39,1,17082.24,20832
2/11/09 12:00 AM,2009,2009 - Q1,8,59,39,1,17254.44,21042
2/11/09 12:00 AM,2009,2009 - Q1,8,60,35,1,377200,460000
2/11/09 12:00 AM,2009,2009 - Q1,8,60,39,1,15360.24,18732
2/11/09 12:00 AM,2009,2009 - Q1,8,93,36,1,156128,190400
2/11/09 12:00 AM,2009,2009 - Q1,8,100,39,1,10538.64,12852
2/12/09 12:00 AM,2009,2009 - Q1,1,49,2,1,22960,28000
2/12/09 12:00 AM,2009,2009 - Q1,1,49,3,1,1213.6,1480
2/12/09 12:00 AM,2009,2009 - Q1,1,61,2,1,49856,60800
2/12/09 12:00 AM,2009,2009 - Q1,1,101,4,1,508.4,620
2/12/09 12:00 AM,2009,2009 - Q1,1,102,4,1,574,700
2/12/09 12:00 AM,2009,2009 - Q1,1,103,1,1,12218,14900
2/12/09 12:00 AM,2009,2009 - Q1,2,61,8,1,39884.8,48640
2/12/09 12:00 AM,2009,2009 - Q1,3,62,12,1,14220,18000
2/12/09 12:00 AM,2009,2009 - Q1,8,50,35,1,375560,458000
2/13/09 12:00 AM,2009,2009 - Q1,1,50,1,1,9266,11300
2/13/09 12:00 AM,2009,2009 - Q1,1,50,3,1,967.6,1180
2/13/09 12:00 AM,2009,2009 - Q1,1,62,1,1,12300,15000
2/13/09 12:00 AM,2009,2009 - Q1,1,104,4,1,951.2,1160
2/13/09 12:00 AM,2009,2009 - Q1,2,50,8,1,7806.4,9520
2/13/09 12:00 AM,2009,2009 - Q1,2,51,6,1,38950,47500
2/13/09 12:00 AM,2009,2009 - Q1,2,105,5,1,88560,108000
2/13/09 12:00 AM,2009,2009 - Q1,3,63,10,1,41870,53000
2/13/09 12:00 AM,2009,2009 - Q1,3,64,10,1,56090,71000
2/13/09 12:00 AM,2009,2009 - Q1,3,104,9,1,24794,32200
2/13/09 12:00 AM,2009,2009 - Q1,3,105,10,1,10010,13000
2/13/09 12:00 AM,2009,2009 - Q1,8,64,38,1,6445.2,7860
2/16/09 12:00 AM,2009,2009 - Q1,1,106,3,1,1279.2,1560
2/16/09 12:00 AM,2009,2009 - Q1,1,106,4,1,688.8,840
2/16/09 12:00 AM,2009,2009 - Q1,2,52,8,1,9643.2,11760
2/16/09 12:00 AM,2009,2009 - Q1,3,51,10,1,4730,5500
2/16/09 12:00 AM,2009,2009 - Q1,3,65,12,1,90234,111400
2/16/09 12:00 AM,2009,2009 - Q1,3,65,11,1,2085.6,2640
2/16/09 12:00 AM,2009,2009 - Q1,3,106,12,1,5082,6600
2/16/09 12:00 AM,2009,2009 - Q1,8,52,39,1,20526.24,25032
2/16/09 12:00 AM,2009,2009 - Q1,8,66,39,1,8403.36,10248
2/17/09 12:00 AM,2009,2009 - Q1,1,52,2,1,24272,29600
2/17/09 12:00 AM,2009,2009 - Q1,1,66,2,1,9840,12000
2/17/09 12:00 AM,2009,2009 - Q1,1,108,1,1,17384,21200
2/17/09 12:00 AM,2009,2009 - Q1,2,108,5,1,150060,183000
2/17/09 12:00 AM,2009,2009 - Q1,2,109,5,1,104960,128000
2/17/09 12:00 AM,2009,2009 - Q1,3,55,9,1,168966,208600
2/17/09 12:00 AM,2009,2009 - Q1,3,66,10,1,49410,61000
2/17/09 12:00 AM,2009,2009 - Q1,3,66,12,1,19764,24400
2/17/09 12:00 AM,2009,2009 - Q1,8,55,35,1,488720,596000
2/18/09 12:00 AM,2009,2009 - Q1,1,57,4,1,836.4,1020
2/18/09 12:00 AM,2009,2009 - Q1,1,110,4,1,787.2,960
2/18/09 12:00 AM,2009,2009 - Q1,1,111,2,1,18532,22600
2/18/09 12:00 AM,2009,2009 - Q1,2,56,8,1,7216,8800
2/18/09 12:00 AM,2009,2009 - Q1,2,57,7,1,4288.6,5230
2/18/09 12:00 AM,2009,2009 - Q1,2,67,6,1,27060,33000
2/18/09 12:00 AM,2009,2009 - Q1,2,110,8,1,10168,12400
2/18/09 12:00 AM,2009,2009 - Q1,3,67,11,1,367.35,465
2/18/09 12:00 AM,2009,2009 - Q1,8,58,39,1,17702.16,21588
2/18/09 12:00 AM,2009,2009 - Q1,8,59,39,1,30307.2,36960
2/18/09 12:00 AM,2009,2009 - Q1,8,67,38,1,1439.1,1755
2/18/09 12:00 AM,2009,2009 - Q1,8,68,38,1,2484.6,3030
2/18/09 12:00 AM,2009,2009 - Q1,8,68,37,2,147993.6,180480
2/18/09 12:00 AM,2009,2009 - Q1,8,110,38,1,4034.4,4920
2/18/09 12:00 AM,2009,2009 - Q1,8,110,36,1,203360,248000
2/19/09 12:00 AM,2009,2009 - Q1,1,59,1,1,18040,22000
2/19/09 12:00 AM,2009,2009 - Q1,1,59,3,1,1804,2200
